Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
41510-TAM,Female,57,No,Tamil Nadu,4,12,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,109,7083,0,80,1327,8490,Stayed,Others,Others
99884-WES,Female,46,Yes,West Bengal,11,20,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19,1032,0,0,513,1545,Stayed,Others,Others
81081-AND,Female,72,No,Andhra Pradesh,12,16,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100,1370,0,0,658,2028,Churned,Dissatisfaction,Service dissatisfaction
69302-AND,Female,46,Yes,Andhra Pradesh,2,15,None,No,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50,2782,0,0,0,2782,Stayed,Others,Others
75732-HAR,Male,36,Yes,Haryana,5,35,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20,416,0,0,924,1341,Stayed,Others,Others
38256-ODI,Male,47,Yes,Odisha,8,26,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,71,673,8,0,221,885,Churned,Competitor,Competitor offered more data
24768-UTT,Female,30,No,Uttar Pradesh,15,6,None,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,75,75,0,0,4,79,Churned,Competitor,Competitor had better devices
86894-KAR,Male,76,No,Karnataka,5,7,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,102,1752,27,90,293,2109,Stayed,Others,Others
98329-TEL,Male,23,No,Telangana,5,7,None,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,81,1446,0,50,781,2277,Stayed,Others,Others
35753-BIH,Female,54,No,Bihar,5,13,None,No,No,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,39,603,0,0,0,603,Stayed,Others,Others
41120-BIH,Female,33,No,Bihar,10,27,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,44,593,0,0,383,976,Stayed,Others,Others
64694-DEL,Male,66,Yes,Delhi,3,21,None,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,87,5883,0,0,782,6665,Stayed,Others,Others
41056-HAR,Male,26,Yes,Haryana,7,30,Deal 2,Yes,Yes,Yes,Cable,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,60,3505,0,0,2841,6346,Stayed,Others,Others
76357-PUN,Female,51,Yes,Punjab,13,16,Deal 4,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,61,1298,0,0,693,1991,Stayed,Others,Others
12699-TEL,Female,23,Yes,Telangana,13,8,None,Yes,No,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45,559,37,90,80,692,Stayed,Others,Others
99351-GUJ,Female,57,Yes,Gujarat,0,11,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90,2807,41,0,196,2962,Churned,Dissatisfaction,Service dissatisfaction
97144-KAR,Male,39,Yes,Karnataka,6,29,Deal 1,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20,1389,0,0,868,2257,Stayed,Others,Others
73718-RAJ,Male,54,No,Rajasthan,2,15,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,115,6994,0,0,339,7332,Stayed,Others,Others
18730-KAR,Female,78,No,Karnataka,7,14,None,Yes,Yes,Yes,Cable,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96,644,0,0,153,798,Churned,Competitor,Competitor made better offer
25282-RAJ,Male,63,No,Rajasthan,0,4,Deal 4,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,97,1334,0,0,573,1907,Stayed,Others,Others
35047-KAR,Female,47,No,Karnataka,11,3,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20,1052,0,0,1841,2893,Stayed,Others,Others
41330-AND,Female,56,No,Andhra Pradesh,6,34,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95,1915,0,0,832,2747,Churned,Attitude,Attitude of support person
25871-GUJ,Male,47,No,Gujarat,15,23,Deal 3,No,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,36,1151,0,0,0,1151,Stayed,Others,Others
63076-KAR,Male,30,Yes,Karnataka,8,31,Deal 1,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89,6202,0,0,3201,9403,Stayed,Others,Others
71906-KAR,Female,37,Yes,Karnataka,8,4,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19,776,9,0,644,1410,Stayed,Others,Others
12739-HAR,Male,57,Yes,Haryana,1,31,None,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89,5321,0,0,1194,6516,Stayed,Others,Others
31735-HAR,Female,45,No,Haryana,14,7,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,113,7895,0,0,2293,10188,Stayed,Others,Others
94910-GUJ,Female,77,Yes,Gujarat,11,17,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,No,Credit Card,108,5839,0,0,573,6412,Stayed,Others,Others
14808-AND,Male,54,No,Andhra Pradesh,14,4,Deal 2,Yes,No,Yes,Cable,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,74,4698,0,0,2376,7075,Stayed,Others,Others
12437-TAM,Female,41,Yes,Tamil Nadu,15,20,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,21,1036,0,0,585,1621,Stayed,Others,Others
61598-ASS,Female,39,No,Assam,10,14,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101,1457,0,0,252,1710,Churned,Dissatisfaction,Lack of self-service on Website
49244-HAR,Male,33,Yes,Haryana,4,9,None,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54,108,0,0,21,129,Churned,Competitor,Competitor made better offer
31957-RAJ,Male,24,Yes,Rajasthan,8,8,None,No,No,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,51,306,0,0,0,306,Churned,Price,Long distance charges
73142-RAJ,Male,49,No,Rajasthan,12,17,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,46,46,0,0,49,95,Churned,Attitude,Attitude of support person
94478-MAH,Male,52,No,Maharashtra,0,13,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,115,8078,0,0,670,8748,Stayed,Others,Others
31805-ASS,Male,47,No,Assam,1,22,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,81,319,0,0,57,376,Churned,Competitor,Competitor offered more data
98630-TAM,Female,70,Yes,Tamil Nadu,12,20,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84,3022,0,0,1139,4161,Churned,Competitor,Competitor made better offer
31599-RAJ,Male,35,Yes,Rajasthan,5,4,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,21,94,0,0,213,306,Stayed,Others,Others
19665-GUJ,Male,34,No,Gujarat,6,12,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20,193,0,0,20,213,Stayed,Others,Others
82481-TAM,Female,75,Yes,Tamil Nadu,11,1,None,No,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30,79,0,0,0,79,Churned,Attitude,Attitude of support person
73829-DEL,Female,25,No,Delhi,6,36,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,71,914,0,0,508,1422,Churned,Other,Don't know
46734-RAJ,Male,41,Yes,Rajasthan,12,9,Deal 1,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20,1378,29,0,2441,3789,Stayed,Others,Others
61215-AND,Female,26,No,Andhra Pradesh,14,22,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,117,7050,0,0,2654,9704,Stayed,Others,Others
29952-UTT,Female,32,No,Uttarakhand,5,23,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,24,254,0,0,42,296,Stayed,Others,Others
38927-UTT,Male,52,No,Uttar Pradesh,1,6,Deal 5,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51,288,0,0,131,420,Churned,Competitor,Competitor offered higher download speeds
61282-AND,Male,36,Yes,Andhra Pradesh,6,22,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,105,6220,0,40,2386,8646,Churned,Dissatisfaction,Service dissatisfaction
86841-TAM,Female,53,Yes,Tamil Nadu,0,3,None,Yes,Yes,Yes,DSL,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,63,1067,0,10,684,1761,Stayed,Others,Others
12929-MAH,Female,31,Yes,Maharashtra,1,29,None,No,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,31,926,0,0,0,926,Stayed,Others,Others
84506-GUJ,Female,73,No,Gujarat,2,28,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,107,5622,0,90,1442,7154,Stayed,Others,Others
76949-KAR,Male,59,No,Karnataka,12,30,None,No,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,39,156,0,0,0,156,Stayed,Others,Others
94131-AND,Female,57,Yes,Andhra Pradesh,12,17,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20,92,0,0,210,302,Stayed,Others,Others
55556-TAM,Female,45,Yes,Tamil Nadu,13,30,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,26,1822,17,0,668,2473,Stayed,Others,Others
42811-PUN,Female,63,No,Punjab,1,13,Deal 2,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,83,4179,21,0,1063,5220,Stayed,Others,Others
95174-GUJ,Female,66,Yes,Gujarat,7,12,Deal 5,Yes,No,Yes,Cable,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,70,516,0,0,36,552,Stayed,Others,Others
69918-UTT,Male,67,No,Uttar Pradesh,5,20,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74,1261,0,0,352,1614,Stayed,Others,Others
25547-MAH,Male,32,Yes,Maharashtra,15,30,None,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,65,1424,0,0,339,1764,Stayed,Others,Others
79608-GUJ,Female,49,Yes,Gujarat,6,21,None,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,90,190,0,0,94,284,Churned,Competitor,Competitor made better offer
59003-HAR,Female,54,No,Haryana,8,31,None,No,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,54,3784,0,0,0,3784,Stayed,Others,Others
73860-TEL,Female,52,No,Telangana,5,7,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20,930,0,0,1143,2073,Churned,Price,Long distance charges
38918-MAH,Female,47,Yes,Maharashtra,11,2,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,99,6875,0,0,3129,10005,Stayed,Others,Others
87939-PUN,Female,30,No,Punjab,14,8,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74,74,0,0,22,96,Churned,Other,Don't know
69381-KER,Female,43,No,Kerala,5,34,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,84,2782,0,0,1288,4070,Churned,Other,Moved
39946-ASS,Female,54,Yes,Assam,11,26,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,-2,2185,0,0,773,2957,Stayed,Others,Others
65574-MAH,Female,18,No,Maharashtra,12,10,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,21,1252,0,0,1175,2427,Stayed,Others,Others
68268-KAR,Male,73,No,Karnataka,6,24,Deal 2,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74,3229,0,0,122,3351,Churned,Attitude,Attitude of support person
62686-HAR,Female,52,Yes,Haryana,1,21,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85,3907,0,0,1333,5240,Stayed,Others,Others
18103-KAR,Male,47,Yes,Karnataka,5,10,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,79,2977,0,30,1569,4576,Stayed,Others,Others
99831-JAM,Male,58,Yes,Jammu & Kashmir,3,36,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69,69,0,0,39,108,Churned,Competitor,Competitor made better offer
56667-PUN,Male,31,Yes,Punjab,15,22,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,101,6067,0,0,603,6670,Stayed,Others,Others
53050-MAH,Female,22,Yes,Maharashtra,5,10,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20,107,0,0,146,253,Stayed,Others,Others
62597-UTT,Male,33,Yes,Uttar Pradesh,0,29,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,92,3479,0,0,483,3962,Stayed,Others,Others
87849-AND,Female,67,No,Andhra Pradesh,11,6,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed Check,19,1031,0,0,1293,2324,Stayed,Others,Others
56124-WES,Female,18,No,West Bengal,4,12,Deal 2,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84,4307,0,0,351,4658,Stayed,Others,Others
91425-TEL,Female,40,Yes,Telangana,14,13,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71,138,0,0,31,169,Churned,Dissatisfaction,Poor expertise of phone support
93296-UTT,Male,45,Yes,Uttar Pradesh,10,12,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20,305,0,0,83,388,Stayed,Others,Others
17908-RAJ,Female,66,No,Rajasthan,12,13,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed Check,20,561,13,0,416,964,Stayed,Others,Others
83253-KER,Male,25,No,Kerala,9,4,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88,88,0,0,14,103,Churned,Competitor,Competitor offered higher download speeds
13036-KAR,Female,69,Yes,Karnataka,3,4,None,Yes,Yes,Yes,Cable,No,Yes,No,No,No,No,No,No,Two Year,No,Credit Card,55,1291,0,110,208,1609,Stayed,Others,Others
66668-KAR,Female,35,No,Karnataka,14,9,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20,242,0,0,376,618,Stayed,Others,Others
41150-UTT,Male,45,Yes,Uttar Pradesh,15,1,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20,123,0,0,219,342,Stayed,Others,Others
31401-RAJ,Female,24,Yes,Rajasthan,14,9,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114,8176,0,0,1807,9983,Stayed,Others,Others
56709-AND,Female,35,Yes,Andhra Pradesh,1,32,Deal 1,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,26,1715,0,0,2827,4542,Stayed,Others,Others
13823-KAR,Male,22,No,Karnataka,4,6,None,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,61,2021,0,0,1343,3365,Stayed,Others,Others
89673-KAR,Female,38,Yes,Karnataka,2,23,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83,460,49,0,52,463,Churned,Competitor,Competitor had better devices
45810-TAM,Male,77,No,Tamil Nadu,11,23,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110,7246,0,0,2875,10121,Stayed,Others,Others
47029-ODI,Female,19,No,Odisha,11,2,None,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75,1115,0,0,451,1566,Stayed,Others,Others
65366-MAH,Female,82,Yes,Maharashtra,7,8,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,86,5252,0,0,2846,8097,Stayed,Others,Others
84199-MAH,Male,30,No,Maharashtra,11,11,None,Yes,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51,1233,0,0,614,1847,Stayed,Others,Others
12378-KAR,Female,46,Yes,Karnataka,7,20,Deal 3,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,91,2484,0,0,383,2867,Stayed,Others,Others
73877-TEL,Male,58,Yes,Telangana,3,5,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,96,1222,0,0,296,1518,Churned,Competitor,Competitor had better devices
52389-TAM,Male,59,No,Tamil Nadu,3,32,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85,2049,0,80,315,2444,Stayed,Others,Others
63196-TEL,Male,33,No,Telangana,6,20,Deal 3,No,No,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,35,1318,0,0,0,1318,Stayed,Others,Others
78945-AND,Male,84,Yes,Andhra Pradesh,14,22,Deal 1,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,61,4119,17,0,2819,6921,Stayed,Others,Others
68877-PUD,Male,22,Yes,Puducherry,6,10,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,82,1853,0,0,268,2121,Churned,Dissatisfaction,Network reliability
87515-TAM,Male,46,No,Tamil Nadu,13,25,None,No,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,55,3632,47,0,0,3585,Stayed,Others,Others
73366-ASS,Female,65,Yes,Assam,15,2,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75,75,0,0,45,119,Churned,Competitor,Competitor made better offer
91813-KER,Male,36,No,Kerala,5,33,None,No,No,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,40,162,0,0,0,162,Stayed,Others,Others
65827-MAD,Female,59,No,Madhya Pradesh,14,1,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68,117,0,0,24,140,Churned,Other,Don't know
94316-BIH,Female,34,Yes,Bihar,6,22,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19,246,0,0,217,464,Stayed,Others,Others
29235-KAR,Female,63,Yes,Karnataka,8,4,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,21,150,0,0,148,298,Stayed,Others,Others
57049-AND,Male,64,No,Andhra Pradesh,11,28,Deal 5,No,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,35,35,0,0,0,35,Churned,Competitor,Competitor offered higher download speeds
51370-MAH,Female,64,No,Maharashtra,0,35,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20,255,0,0,213,468,Stayed,Others,Others
57809-JAM,Female,22,No,Jammu & Kashmir,8,10,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,88,1391,0,0,184,1575,Churned,Dissatisfaction,Product dissatisfaction
58904-TAM,Male,75,Yes,Tamil Nadu,1,4,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44,93,0,0,87,180,Churned,Attitude,Attitude of support person
11878-RAJ,Male,75,Yes,Rajasthan,15,17,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,72,1168,0,0,734,1902,Churned,Competitor,Competitor offered more data
25962-TEL,Male,63,No,Telangana,7,1,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,101,6675,0,0,2085,8760,Stayed,Others,Others
43073-UTT,Male,73,No,Uttar Pradesh,1,11,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,106,3521,0,0,253,3774,Churned,Other,Moved
42496-HAR,Female,25,No,Haryana,7,15,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,107,6152,0,0,2428,8580,Stayed,Others,Others
14570-HAR,Female,70,Yes,Haryana,4,21,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,109,7082,22,0,3154,10215,Stayed,Others,Others
19943-ASS,Female,25,No,Assam,3,29,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104,6890,0,0,1325,8215,Churned,Competitor,Competitor offered more data
58113-TAM,Male,46,Yes,Tamil Nadu,8,1,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19,908,0,0,1426,2334,Stayed,Others,Others
25421-PUD,Female,19,No,Puducherry,2,12,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75,75,0,0,44,119,Churned,Competitor,Competitor offered more data
57368-KER,Female,58,Yes,Kerala,10,2,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109,7509,0,0,1253,8761,Stayed,Others,Others
31340-PUD,Male,70,Yes,Puducherry,6,13,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,101,5746,0,0,2400,8146,Churned,Dissatisfaction,Network reliability
53266-TAM,Female,22,Yes,Tamil Nadu,11,4,Deal 1,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25,1584,0,0,220,1803,Stayed,Others,Others
92863-KER,Female,56,Yes,Kerala,5,17,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20,670,0,0,801,1471,Stayed,Others,Others
84987-BIH,Female,33,Yes,Bihar,9,13,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,91,1781,0,0,508,2290,Stayed,Others,Others
48517-RAJ,Female,19,No,Rajasthan,10,11,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20,1278,0,0,2319,3597,Stayed,Others,Others
65524-BIH,Female,83,No,Bihar,2,13,None,No,No,Yes,Cable,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,36,36,0,0,0,36,Churned,Dissatisfaction,Service dissatisfaction
95063-UTT,Male,56,Yes,Uttar Pradesh,2,17,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20,1080,0,0,2524,3604,Stayed,Others,Others
34320-JAM,Female,36,No,Jammu & Kashmir,13,12,Deal 3,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20,457,0,0,789,1245,Stayed,Others,Others
52033-MAD,Female,40,No,Madhya Pradesh,6,35,None,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,93,6506,0,0,861,7367,Stayed,Others,Others
85695-WES,Male,76,No,West Bengal,2,33,Deal 3,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,76,2747,0,0,497,3244,Stayed,Others,Others
